location,latitude,longitude,urbanization_index,industry_density,avg_pm25,source,risk_score
Caribbean Sea,20.35,-79.57,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.152,34.783167,0.2,0.1,3.179396,Marine,0.1201
North Sea,55.991,-2.314,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.08,-71.12,0.2,0.1,0.002528,Marine,0.12
Caribbean Sea,16.03,-62.37,0.2,0.1,0.00216,Marine,0.12
Celtic Sea,48.1362,-4.6859,0.2,0.1,43.0,Marine,0.1212
Celtic Sea,52.027905,-7.480823,0.2,0.1,38.0,Marine,0.1211
Caribbean Sea,13.9,-60.15,0.2,0.1,0.0,Marine,0.12
Celtic Sea,48.730888,-5.270238,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.846183,6.21225,0.2,0.1,0.092056,Marine,0.12
Caribbean Sea,17.24,-79.34,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.989333,-4.941667,0.2,0.1,0.01081,Marine,0.12
Caribbean Sea,10.758064,-61.436573,0.2,0.1,0.111111,Marine,0.12
Caribbean Sea,18.0,-63.85,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.014,9.787,0.2,0.1,3.379416,Marine,0.1201
Caribbean Sea,18.2,-76.15,0.2,0.1,0.006172,Marine,0.12
Mediterranean Sea,43.078167,5.1725,0.2,0.1,0.368834,Marine,0.12
Mediterranean Sea,35.2319,29.4278,0.2,0.1,1.058379,Marine,0.12
Mediterranean Sea,43.4986,7.2044,0.2,0.1,1.04092,Marine,0.12
Gulf of Mexico,21.289833,-97.420017,0.2,0.1,0.0,Marine,0.12
North Sea,56.522333,-2.555,0.2,0.1,0.049758,Marine,0.12
Caribbean Sea,13.82,-81.58,0.2,0.1,0.00216,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,50.1667,-125.3352,0.2,0.1,0.009,Marine,0.12
Caribbean Sea,18.66,-75.85,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,18.437298,-93.221816,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,17.93603,-76.83683,0.2,0.1,0.08,Marine,0.12
Greater Farallones National Marine Sanctuary,38.53,-123.66,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.147,0.76,0.2,0.1,0.291729,Marine,0.12
Inner Seas off the West Coast of Scotland,55.240167,-5.822333,0.2,0.1,0.066021,Marine,0.12
Northwestern Passages,76.5391,-81.2464,0.2,0.1,0.007,Marine,0.12
Caribbean Sea,17.23,-82.67,0.2,0.1,0.0,Marine,0.12
North Sea,57.3445,-1.768167,0.2,0.1,0.066022,Marine,0.12
Mediterranean Sea,32.171667,34.791167,0.2,0.1,2.39432,Marine,0.1201
Caribbean Sea,13.1,-60.0,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.4995,-4.693167,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.2,-79.83,0.2,0.1,0.00432,Marine,0.12
Mediterranean Sea,36.0905,-5.1863,0.2,0.1,1.158706,Marine,0.12
Mediterranean Sea,42.323633,9.8735,0.2,0.1,0.060675,Marine,0.12
Caribbean Sea,16.53,-85.33,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,58.042167,-5.696,0.2,0.1,0.200331,Marine,0.12
Mediterranean Sea,37.95355,23.57475,0.2,0.1,0.442573,Marine,0.12
Mediterranean Sea,41.6319,9.450217,0.2,0.1,0.1598,Marine,0.12
Gulf of Mexico,18.558117,-94.99345,0.2,0.1,2115.655853,Marine,0.1804
North Sea,57.040333,-2.0915,0.2,0.1,0.007032,Marine,0.12
Caribbean Sea,12.15,-60.27,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.109833,13.5065,0.2,0.1,1.632864,Marine,0.12
Mediterranean Sea,42.8743,8.2616,0.2,0.1,1.650628,Marine,0.12
North Sea,58.537167,-3.024333,0.2,0.1,0.022388,Marine,0.12
North Sea,58.703,-3.225667,0.2,0.1,0.020357,Marine,0.12
Gulf of California,23.22,-109.02,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,33.770319,10.253245,0.2,0.1,1.200034,Marine,0.12
Caribbean Sea,10.72,-64.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.03,-61.08,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.5,25.5,0.2,0.1,0.066667,Marine,0.12
Inner Seas off the West Coast of Scotland,55.9605,-4.855667,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Florida,25.7071,-80.1519,0.2,0.1,0.005,Marine,0.12
Inner Seas off the West Coast of Scotland,58.066333,-6.265333,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.429333,4.275167,0.2,0.1,1.095261,Marine,0.12
Caribbean Sea,15.15,-70.6,0.2,0.1,0.0,Marine,0.12
Celtic Sea,48.1505,-4.530833,0.2,0.1,0.018403,Marine,0.12
Caribbean Sea,15.55,-62.17,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,36.929167,15.3425,0.2,0.1,0.393604,Marine,0.12
Caribbean Sea,11.07,-66.37,0.2,0.1,0.058316,Marine,0.12
Mediterranean Sea,32.504167,34.885,0.2,0.1,1.01325,Marine,0.12
Caribbean Sea,16.88,-77.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.0,-63.0,0.2,0.1,0.002,Marine,0.12
Caribbean Sea,15.71,-61.98,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.81,-59.99,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,44.310153,9.150061,0.2,0.1,0.52381,Marine,0.12
Caribbean Sea,15.9,-62.75,0.2,0.1,0.008228,Marine,0.12
Mediterranean Sea,40.9447,11.7364,0.2,0.1,0.221199,Marine,0.12
Caribbean Sea,16.36,-84.47,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.41,-83.37,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.9,-61.83,0.2,0.1,0.0,Marine,0.12
North Sea,56.207,-2.428833,0.2,0.1,0.120861,Marine,0.12
Caribbean Sea,16.96,-84.71,0.2,0.1,0.047516,Marine,0.12
Black Sea,42.765,27.9875,0.2,0.1,0.46548,Marine,0.12
Caribbean Sea,17.94622,-76.81917,0.2,0.1,0.62,Marine,0.12
Mediterranean Sea,41.373055,2.191604,0.2,0.1,0.195333,Marine,0.12
North Sea,56.722333,-2.318667,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.5,-75.95,0.2,0.1,0.028076,Marine,0.12
Monterey Bay National Marine Sanctuary,36.19,-122.14,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.73,-62.37,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,41.704333,4.672833,0.2,0.1,0.64623,Marine,0.12
Caribbean Sea,20.63028,-87.065838,0.2,0.1,2115.655853,Marine,0.1804
Inner Seas off the West Coast of Scotland,56.929167,-6.808833,0.2,0.1,0.026126,Marine,0.12
Caribbean Sea,19.38,-74.09,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.80334,4.813024,0.2,0.1,1.724138,Marine,0.12
North Sea,56.001333,-3.413167,0.2,0.1,0.954863,Marine,0.12
Caribbean Sea,17.13,-78.12,0.2,0.1,0.003928,Marine,0.12
Caribbean Sea,16.4,-82.63,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,42.608,9.7748,0.2,0.1,1.763656,Marine,0.1201
Gulf of Mexico,27.9687,-82.5621,0.2,0.1,4000.0,Marine,0.2343
Mediterranean Sea,39.975167,3.206333,0.2,0.1,0.982179,Marine,0.12
Mediterranean Sea,37.148333,-1.311667,0.2,0.1,0.151939,Marine,0.12
Northwestern Passages,69.0699,-95.0558,0.2,0.1,0.132,Marine,0.12
North Sea,60.3445,1.277333,0.2,0.1,0.011103,Marine,0.12
Caribbean Sea,16.43,-63.6,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.3365,-6.7615,0.2,0.1,0.008175,Marine,0.12
Caribbean Sea,19.05,-74.0,0.2,0.1,0.024692,Marine,0.12
Mediterranean Sea,43.2407,5.343,0.2,0.1,0.063197,Marine,0.12
Caribbean Sea,13.82,-69.73,0.2,0.1,0.00432,Marine,0.12
Mediterranean Sea,34.4822,22.6018,0.2,0.1,0.097535,Marine,0.12
Inner Seas off the West Coast of Scotland,55.5355,-5.414667,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,31.7495,34.5525,0.2,0.1,2.200798,Marine,0.1201
Caribbean Sea,18.04,-78.86,0.2,0.1,0.0108,Marine,0.12
North Sea,57.9045,-3.6925,0.2,0.1,0.005961,Marine,0.12
Gulf of St. Lawrence,46.842333,-71.167667,0.2,0.1,0.309933,Marine,0.12
Inner Seas off the West Coast of Scotland,56.0315,-4.877667,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.08,-61.18,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.1,-61.98,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.62,-69.61,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.2911,-62.7294,0.2,0.1,0.013,Marine,0.12
Caribbean Sea,18.02,-79.13,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,16.48,-63.15,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.21,-68.47,0.2,0.1,0.086392,Marine,0.12
Caribbean Sea,19.22,-81.28,0.2,0.1,0.055556,Marine,0.12
Mediterranean Sea,40.6226,13.7388,0.2,0.1,3.073221,Marine,0.1201
Gulf of Mexico,25.3162,-80.9082,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,57.776333,-5.898667,0.2,0.1,0.53572,Marine,0.12
Mediterranean Sea,32.152,34.783167,0.2,0.1,6.463878,Marine,0.1202
Inner Seas off the West Coast of Scotland,55.991667,-6.680667,0.2,0.1,0.371159,Marine,0.12
Caribbean Sea,18.75,-75.43,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,12.17,-68.38,0.2,0.1,0.001964,Marine,0.12
Monterey Bay National Marine Sanctuary,36.9608,-122.0122,0.2,0.1,0.001,Marine,0.12
Mediterranean Sea,44.139861,9.604611,0.2,0.1,0.098344,Marine,0.12
Caribbean Sea,19.2808,-81.246,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.051667,6.418333,0.2,0.1,0.344876,Marine,0.12
Gulf of Mexico,21.29148,-89.634561,0.2,0.1,1410.437236,Marine,0.1603
Gulf of Mexico,25.07,-83.89,0.2,0.1,0.0018,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.16,-70.33,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.208333,11.8425,0.2,0.1,0.659117,Marine,0.12
Mediterranean Sea,44.2606,9.311833,0.2,0.1,0.0063,Marine,0.12
Gulf of Alaska,59.393,-153.5072,0.2,0.1,0.002,Marine,0.12
Caribbean Sea,12.43,-69.03,0.2,0.1,0.00166,Marine,0.12
Caribbean Sea,17.39,-64.99,0.2,0.1,0.003928,Marine,0.12
Mediterranean Sea,36.773149,2.820132,0.2,0.1,0.972465,Marine,0.12
Caribbean Sea,9.556,-79.6544,0.2,0.1,0.013,Marine,0.12
Caribbean Sea,17.58,-80.25,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.12,-62.22,0.2,0.1,0.0,Marine,0.12
Baffin Bay,75.432833,-60.063833,0.2,0.1,0.019968,Marine,0.12
Mediterranean Sea,42.8381,9.2867,0.2,0.1,1.990702,Marine,0.1201
Caribbean Sea,18.35,-75.3,0.2,0.1,0.01296,Marine,0.12
Inner Seas off the West Coast of Scotland,54.807667,-5.189,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,20.480567,-97.006983,0.2,0.1,3526.093089,Marine,0.2207
Inner Seas off the West Coast of Scotland,56.014333,-4.882833,0.2,0.1,0.110781,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,57.46,-133.77,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.48,-76.0,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.52,-63.1,0.2,0.1,0.001348,Marine,0.12
North Sea,56.488833,-2.5005,0.2,0.1,0.071016,Marine,0.12
Mediterranean Sea,37.8461,23.4112,0.2,0.1,6.627025,Marine,0.1202
Caribbean Sea,16.63,-81.39,0.2,0.1,0.013148,Marine,0.12
Caribbean Sea,14.2,-60.58,0.2,0.1,0.0048,Marine,0.12
Mediterranean Sea,32.903333,35.071,0.2,0.1,0.47138,Marine,0.12
Caribbean Sea,17.84,-76.07,0.2,0.1,0.00648,Marine,0.12
Black Sea,42.589167,27.731667,0.2,0.1,1.051344,Marine,0.12
Caribbean Sea,12.43,-65.48,0.2,0.1,0.00648,Marine,0.12
North Sea,57.159333,-2.031667,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.56,-75.34,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,14.03,-61.78,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,41.999167,16.997833,0.2,0.1,5.717203,Marine,0.1202
Mediterranean Sea,37.2008,3.5146,0.2,0.1,0.10993,Marine,0.12
Gulf of St. Lawrence,48.796167,-64.249333,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.37,-76.65,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.98,-73.63,0.2,0.1,0.00216,Marine,0.12
Gulf of California,25.297939,-108.533008,0.2,0.1,1410.437236,Marine,0.1603
Mediterranean Sea,41.4995,16.916833,0.2,0.1,0.5886,Marine,0.12
North Sea,57.886667,-3.8495,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.8,-65.25,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,19.430959,-96.321492,0.2,0.1,2115.655853,Marine,0.1804
Mediterranean Sea,36.656667,-2.698333,0.2,0.1,0.164,Marine,0.12
Gulf of St. Lawrence,47.58,-56.25,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.183,5.3908,0.2,0.1,0.030864,Marine,0.12
Caribbean Sea,13.45,-60.51,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.35,-78.43,0.2,0.1,0.00216,Marine,0.12
Inner Seas off the West Coast of Scotland,58.117833,-5.6995,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.45,-66.12,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.024333,10.410667,0.2,0.1,0.274223,Marine,0.12
Caribbean Sea,16.2,-83.99,0.2,0.1,0.028076,Marine,0.12
Mediterranean Sea,43.210667,4.571333,0.2,0.1,0.060246,Marine,0.12
Mediterranean Sea,43.2609,4.9354,0.2,0.1,0.126495,Marine,0.12
Gulf of Mexico,27.7084,-82.6092,0.2,0.1,6.6,Marine,0.1202
Caribbean Sea,17.15,-80.35,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.799333,6.61,0.2,0.1,2.179487,Marine,0.1201
Mediterranean Sea,36.086,28.22,0.2,0.1,0.6,Marine,0.12
Caribbean Sea,14.92,-71.71,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.83,-74.96,0.2,0.1,0.0162,Marine,0.12
Caribbean Sea,17.2,-79.51,0.2,0.1,0.058316,Marine,0.12
Caribbean Sea,14.42,-62.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.98,-61.87,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,40.221389,18.566667,0.2,0.1,0.365369,Marine,0.12
North Sea,57.956333,-2.413833,0.2,0.1,0.020834,Marine,0.12
Mediterranean Sea,43.6248,7.1989,0.2,0.1,0.60918,Marine,0.12
Caribbean Sea,12.93,-64.9,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,20.63028,-87.065838,0.2,0.1,3526.093089,Marine,0.2207
North Sea,56.215333,-2.586667,0.2,0.1,0.056008,Marine,0.12
Caribbean Sea,16.5,-73.45,0.2,0.1,0.0054,Marine,0.12
Gulf of St. Lawrence,47.41,-56.17,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,34.7179,33.678,0.2,0.1,0.645262,Marine,0.12
Mediterranean Sea,41.408333,9.28,0.2,0.1,0.200586,Marine,0.12
Gulf of Mexico,19.541887,-90.70652,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.089667,6.281833,0.2,0.1,0.258954,Marine,0.12
Caribbean Sea,18.33,-75.02,0.2,0.1,0.0048,Marine,0.12
Caribbean Sea,16.78,-62.62,0.2,0.1,0.01512,Marine,0.12
Caribbean Sea,13.12,-61.55,0.2,0.1,0.00216,Marine,0.12
Norwegian Sea,69.39075,15.91445,0.2,0.1,0.003263,Marine,0.12
Gulf of Mexico,21.5317,-87.3683,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,41.263153,1.963507,0.2,0.1,0.276,Marine,0.12
Mediterranean Sea,39.800667,7.819333,0.2,0.1,6.08365,Marine,0.1202
Caribbean Sea,18.88,-77.67,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,11.88,-62.24,0.2,0.1,0.003084,Marine,0.12
Caribbean Sea,17.48,-63.72,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.5415,-6.5745,0.2,0.1,0.056776,Marine,0.12
Mediterranean Sea,41.0974,10.9881,0.2,0.1,0.230147,Marine,0.12
Gulf of Mexico,25.08,-84.15,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.810483,6.178633,0.2,0.1,0.066572,Marine,0.12
Hawaiian Islands Humpback Whale National Marine Sanctuary,21.0161,-156.6399,0.2,0.1,0.006,Marine,0.12
North Sea,57.721,-2.681833,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,25.14,-83.73,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,59.3415,-153.5498,0.2,0.1,0.014,Marine,0.12
North Sea,58.8365,-0.671333,0.2,0.1,0.043806,Marine,0.12
Caribbean Sea,15.11,-60.49,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.341667,-0.961667,0.2,0.1,0.216,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,57.1016,-135.4066,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.910333,-4.9195,0.2,0.1,0.243518,Marine,0.12
Gulf of Mexico,24.15,-83.9,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,25.37,-82.42,0.2,0.1,0.00432,Marine,0.12
Gulf of California,31.29732,-113.541203,0.2,0.1,1410.437236,Marine,0.1603
Channel Islands National Marine Sanctuary,33.9854,-119.6378,0.2,0.1,0.002,Marine,0.12
Caribbean Sea,10.52,-64.7,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,58.363333,-5.414,0.2,0.1,0.035147,Marine,0.12
Caribbean Sea,17.946139,-76.756472,0.2,0.1,1.24,Marine,0.12
Inner Seas off the West Coast of Scotland,55.832167,-4.957833,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.78,-75.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.52,-61.54,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,19.82,-75.51,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.22,-74.47,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.73,-77.91,0.2,0.1,0.00432,Marine,0.12
Gulf of Mexico,20.480567,-97.006983,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,41.285,2.741667,0.2,0.1,1.107242,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.36,-70.31,0.2,0.1,0.001964,Marine,0.12
Gulf of Mexico,27.8261,-82.5675,0.2,0.1,6000.0,Marine,0.2914
Mediterranean Sea,41.397303,2.21315,0.2,0.1,0.863333,Marine,0.12
Mediterranean Sea,43.505,7.3053,0.2,0.1,4.082247,Marine,0.1201
Caribbean Sea,16.86,-73.25,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.6352,-61.3617,0.2,0.1,0.005,Marine,0.12
Inner Seas off the West Coast of Scotland,58.4935,-6.162,0.2,0.1,0.006135,Marine,0.12
Caribbean Sea,16.67,-79.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.6,-69.35,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.8,24.4,0.2,0.1,0.1,Marine,0.12
Caribbean Sea,17.2826,-87.8114,0.2,0.1,0.239,Marine,0.12
Mediterranean Sea,34.002287,10.087773,0.2,0.1,2.415224,Marine,0.1201
Caribbean Sea,19.11,-76.56,0.2,0.1,0.00648,Marine,0.12
Mediterranean Sea,44.1738,8.9859,0.2,0.1,1.806665,Marine,0.1201
Caribbean Sea,16.73,-63.68,0.2,0.1,0.0,Marine,0.12
Gulf of California,25.297939,-108.533008,0.2,0.1,705.218618,Marine,0.1401
Gulf of Mexico,27.9528,-82.6416,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.94647,-76.75131,0.2,0.1,0.32,Marine,0.12
Caribbean Sea,18.38,-75.45,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,44.415875,8.761267,0.2,0.1,0.171119,Marine,0.12
Caribbean Sea,16.68,-83.53,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,16.1,-61.9,0.2,0.1,0.00216,Marine,0.12
Mediterranean Sea,38.18,1.581667,0.2,0.1,1.374084,Marine,0.12
Caribbean Sea,16.5,-82.18,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.305,-61.7983,0.2,0.1,0.018,Marine,0.12
Gulf of Mexico,19.541887,-90.70652,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,17.41,-63.33,0.2,0.1,0.019208,Marine,0.12
Caribbean Sea,12.77,-61.62,0.2,0.1,0.013332,Marine,0.12
Mediterranean Sea,36.896,15.2445,0.2,0.1,0.014728,Marine,0.12
Caribbean Sea,14.3452,-61.6716,0.2,0.1,0.008,Marine,0.12
Gulf of Mexico,27.61,-82.7832,0.2,0.1,1000.0,Marine,0.1486
North Sea,57.736333,-2.4315,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.97,-62.68,0.2,0.1,0.0,Marine,0.12
Florida Keys National Marine Sanctuary,24.5,-82.93,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.753333,7.79,0.2,0.1,0.137465,Marine,0.12
Gulf of Alaska,60.5627,-145.743,0.2,0.1,0.012,Marine,0.12
Caribbean Sea,16.58,-70.03,0.2,0.1,0.00648,Marine,0.12
Gulf of Mexico,24.02,-83.89,0.2,0.1,0.0,Marine,0.12
Gulf of California,26.729392,-111.906818,0.2,0.1,705.218618,Marine,0.1401
Mediterranean Sea,43.4473,8.3581,0.2,0.1,0.574977,Marine,0.12
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,4.9,Marine,0.1201
Gulf of Mexico,27.8589,-82.4686,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.936833,-6.542167,0.2,0.1,0.016824,Marine,0.12
North Sea,55.953167,-2.277333,0.2,0.1,0.047649,Marine,0.12
Mediterranean Sea,36.278,25.2,0.2,0.1,0.742857,Marine,0.12
Caribbean Sea,15.78,-74.1,0.2,0.1,0.007856,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.4295,-4.946167,0.2,0.1,0.334232,Marine,0.12
North Sea,56.031,-2.434667,0.2,0.1,0.116082,Marine,0.12
Caribbean Sea,12.51,-61.52,0.2,0.1,0.0,Marine,0.12
Gulf of California,27.916643,-110.775325,0.2,0.1,4231.311707,Marine,0.2409
Caribbean Sea,16.75,-74.58,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,12.95,-60.15,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,36.773149,2.820132,0.2,0.1,0.798811,Marine,0.12
Mediterranean Sea,36.575833,-4.313533,0.2,0.1,0.974583,Marine,0.12
Mediterranean Sea,41.3031,9.2425,0.2,0.1,0.742726,Marine,0.12
Caribbean Sea,16.7131,-87.8549,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,22.93,-84.85,0.2,0.1,0.00432,Marine,0.12
Greenland Sea,80.56276,8.03511,0.2,0.1,63.0,Marine,0.1218
Gulf of California,22.894645,-109.89479,0.2,0.1,0.0,Marine,0.12
Norwegian Sea,67.456083,13.457433,0.2,0.1,0.022234,Marine,0.12
Gulf of Mexico,20.480567,-97.006983,0.2,0.1,2820.874471,Marine,0.2006
Caribbean Sea,13.65,-62.47,0.2,0.1,0.00864,Marine,0.12
Gulf of Mexico,27.6934,-82.5559,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Florida,25.1291,-80.3896,0.2,0.1,0.003,Marine,0.12
Gulf of Mexico,27.9185,-82.5379,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.83,-81.52,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.3,-64.4,0.2,0.1,0.00864,Marine,0.12
Mediterranean Sea,32.6775,34.920833,0.2,0.1,324.0,Marine,0.1293
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,1000.0,Marine,0.1486
North Sea,56.049333,-2.983167,0.2,0.1,0.007729,Marine,0.12
Caribbean Sea,14.53,-63.27,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.377821,3.158952,0.2,0.1,0.158,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,24.53,-83.46,0.2,0.1,0.00958,Marine,0.12
Gulf of Mexico,28.0106,-82.6078,0.2,0.1,2000.0,Marine,0.1771
Caribbean Sea,16.53,-79.06,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,18.53,-80.8,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.2,-65.93,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,57.0428,-135.325,0.2,0.1,0.002,Marine,0.12
Gulf of Mexico,27.6081,-82.5712,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.78,-77.71,0.2,0.1,0.053996,Marine,0.12
Mediterranean Sea,38.1171,15.5872,0.2,0.1,0.970529,Marine,0.12
Mediterranean Sea,39.6665,18.366333,0.2,0.1,0.815927,Marine,0.12
Inner Seas off the West Coast of Scotland,57.054333,-6.4475,0.2,0.1,0.011824,Marine,0.12
Mediterranean Sea,43.032833,6.193,0.2,0.1,1.341711,Marine,0.12
Caribbean Sea,17.52,-78.16,0.2,0.1,0.0072,Marine,0.12
Caribbean Sea,12.2,-67.43,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.08,-62.0,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.69,-65.44,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,1410.437236,Marine,0.1603
Mediterranean Sea,41.575135,2.553135,0.2,0.1,0.371333,Marine,0.12
Caribbean Sea,16.3,-78.8,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.17,-66.37,0.2,0.1,0.005184,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.43,-70.43,0.2,0.1,0.0,Marine,0.12
North Sea,57.777833,-2.864,0.2,0.1,0.007937,Marine,0.12
Mediterranean Sea,36.429167,-4.747,0.2,0.1,0.267825,Marine,0.12
Mediterranean Sea,41.373055,2.191604,0.2,0.1,0.195333,Marine,0.12
Mediterranean Sea,43.253077,5.361748,0.2,0.1,0.078947,Marine,0.12
Gulf of California,26.729392,-111.906818,0.2,0.1,0.0,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.53,-70.51,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,58.416333,-5.322667,0.2,0.1,0.0,Marine,0.12
