location,latitude,longitude,urbanization_index,industry_density,avg_pm25,source,risk_score
Caribbean Sea,15.33,-62.15,0.2,0.1,0.0072,Marine,0.12
Caribbean Sea,15.37,-62.1,0.2,0.1,0.038416,Marine,0.12
Caribbean Sea,18.27,-76.27,0.2,0.1,0.0216,Marine,0.12
Inner Seas off the West Coast of Scotland,56.984833,-6.517333,0.2,0.1,0.099199,Marine,0.12
Mediterranean Sea,39.286,19.847,0.2,0.1,0.576667,Marine,0.12
Mediterranean Sea,41.5305,5.151183,0.2,0.1,0.174134,Marine,0.12
Caribbean Sea,20.21,-79.82,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9528,-82.6416,0.2,0.1,2.3,Marine,0.1201
Gulf of Mexico,27.5737,-82.6868,0.2,0.1,1000.0,Marine,0.1486
Gulf of Mexico,27.6081,-82.5712,0.2,0.1,1000.0,Marine,0.1486
Caribbean Sea,12.63,-61.63,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.49,-61.68,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.87,-61.33,0.2,0.1,0.007196,Marine,0.12
Caribbean Sea,17.4983,-87.8358,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.13,-62.2,0.2,0.1,0.0018,Marine,0.12
Caribbean Sea,12.65,-62.57,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.17,-63.99,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,31.7495,34.5525,0.2,0.1,2.132038,Marine,0.1201
Inner Seas off the West Coast of Scotland,57.965833,-5.779833,0.2,0.1,0.009605,Marine,0.12
Mediterranean Sea,33.919014,10.128889,0.2,0.1,3.378668,Marine,0.1201
Mediterranean Sea,37.061167,12.1335,0.2,0.1,0.050022,Marine,0.12
Mediterranean Sea,41.0169,11.5414,0.2,0.1,0.099286,Marine,0.12
Mediterranean Sea,40.038611,17.975556,0.2,0.1,0.082305,Marine,0.12
Caribbean Sea,21.08,-82.52,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,20.18,-79.84,0.2,0.1,0.0,Marine,0.12
Gulf of California,22.894645,-109.89479,0.2,0.1,1410.437236,Marine,0.1603
Gulf of California,24.3242,-110.3272,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.35,-62.47,0.2,0.1,0.005404,Marine,0.12
Caribbean Sea,17.97,-64.61,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.73,-75.85,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.8,-74.29,0.2,0.1,0.009256,Marine,0.12
Caribbean Sea,17.35,-77.3,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.1,-85.95,0.2,0.1,0.00432,Marine,0.12
Gulf of Mexico,19.541887,-90.70652,0.2,0.1,2820.874471,Marine,0.2006
Caribbean Sea,11.04,-63.41,0.2,0.1,0.00216,Marine,0.12
North Sea,57.767333,-2.150667,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.166333,-6.064333,0.2,0.1,0.046953,Marine,0.12
North Sea,56.068667,-2.299333,0.2,0.1,0.031503,Marine,0.12
Mediterranean Sea,36.536667,-1.026667,0.2,0.1,0.110063,Marine,0.12
Gulf of Mexico,24.42,-83.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.73,-63.68,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.96,-62.06,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.72,-60.68,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.45,-64.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.32,-69.8,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.24,-74.22,0.2,0.1,0.004048,Marine,0.12
Caribbean Sea,18.17,-64.72,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.47,-79.6,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,17.85,-77.68,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.949806,-76.820278,0.2,0.1,1.22,Marine,0.12
Caribbean Sea,16.79,-76.84,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.32,-78.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.18,-85.55,0.2,0.1,0.0216,Marine,0.12
Caribbean Sea,16.67,-79.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.1,-83.08,0.2,0.1,0.01152,Marine,0.12
Caribbean Sea,10.56,-64.31,0.2,0.1,0.006172,Marine,0.12
Caribbean Sea,14.95,-60.43,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.2428,8.5225,0.2,0.1,0.127594,Marine,0.12
Gulf of Alaska,60.1536,-147.3296,0.2,0.1,0.016,Marine,0.12
North Sea,57.743333,-2.615333,0.2,0.1,0.003574,Marine,0.12
North Sea,57.261167,-1.984,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.729,12.335,0.2,0.1,0.282678,Marine,0.12
Mediterranean Sea,38.87,4.353333,0.2,0.1,0.542422,Marine,0.12
Mediterranean Sea,38.632,10.684,0.2,0.1,1.768116,Marine,0.1201
Stellwagen Bank National Marine Sanctuary,42.21,-70.19,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,20.974583,-97.3069,0.2,0.1,2115.655853,Marine,0.1804
Gulf of Mexico,30.187,-85.7308,0.2,0.1,0.019,Marine,0.12
Caribbean Sea,12.7,-60.79,0.2,0.1,0.00216,Marine,0.12
Inner Seas off the West Coast of Scotland,56.01535,-4.871667,0.2,0.1,0.0,Marine,0.12
North Sea,56.023167,-3.5375,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,42.377821,3.158952,0.2,0.1,0.245333,Marine,0.12
Mediterranean Sea,33.770319,10.253245,0.2,0.1,0.089993,Marine,0.12
Mediterranean Sea,41.465446,2.282388,0.2,0.1,2.036,Marine,0.1201
Mediterranean Sea,41.389383,2.203525,0.2,0.1,3.243333,Marine,0.1201
Gulf of Mexico,27.12,-83.27,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.89,-69.58,0.2,0.1,0.00556,Marine,0.12
Caribbean Sea,20.02,-80.17,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.06,-76.08,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.1,-74.37,0.2,0.1,0.02,Marine,0.12
Caribbean Sea,17.67,-80.58,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,18.437298,-93.221816,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,57.7,-5.844667,0.2,0.1,0.012492,Marine,0.12
Inner Seas off the West Coast of Scotland,56.198333,-4.753333,0.2,0.1,0.583215,Marine,0.12
Kattegat,57.3629,11.0655,0.2,0.1,63.0,Marine,0.1218
Norwegian Sea,64.0445,9.583167,0.2,0.1,0.030121,Marine,0.12
Mediterranean Sea,42.2383,8.3221,0.2,0.1,3.546349,Marine,0.1201
Mediterranean Sea,40.910469,0.833376,0.2,0.1,0.190667,Marine,0.12
Mediterranean Sea,36.99625,-0.63875,0.2,0.1,0.338094,Marine,0.12
Gulf of Mexico,26.4443,-82.0791,0.2,0.1,0.001,Marine,0.12
Caribbean Sea,11.86,-67.63,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.98,-64.02,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.15,-61.28,0.2,0.1,0.00432,Marine,0.12
Mediterranean Sea,31.8705,34.6625,0.2,0.1,7.468237,Marine,0.1202
Inner Seas off the West Coast of Scotland,55.224167,-5.5325,0.2,0.1,0.020866,Marine,0.12
Mediterranean Sea,43.3125,7.035,0.2,0.1,0.96326,Marine,0.12
Mediterranean Sea,43.023,6.221333,0.2,0.1,0.018044,Marine,0.12
Mediterranean Sea,42.836583,10.46935,0.2,0.1,0.249738,Marine,0.12
North Sea,57.943833,-3.223,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.595333,15.204667,0.2,0.1,0.498871,Marine,0.12
Mediterranean Sea,38.259167,15.081667,0.2,0.1,0.78763,Marine,0.12
Caribbean Sea,11.72,-61.9,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.87,-86.72,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.0,-65.25,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,13.05,-61.3,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.9,-61.55,0.2,0.1,0.0216,Marine,0.12
Caribbean Sea,11.72,-61.25,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.37,-74.52,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.96,-76.96,0.2,0.1,0.01296,Marine,0.12
Caribbean Sea,18.55,-75.03,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.74,-83.72,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,18.78,-77.71,0.2,0.1,0.113392,Marine,0.12
Caribbean Sea,18.43,-74.55,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.9655,-4.787333,0.2,0.1,0.0,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,47.3421,-122.776,0.2,0.1,0.002,Marine,0.12
Davis Strait,63.721167,-51.620167,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.159833,-4.801667,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,39.855,19.341,0.2,0.1,0.266667,Marine,0.12
Mediterranean Sea,35.7053,14.8884,0.2,0.1,1.218947,Marine,0.12
Mediterranean Sea,39.143,1.398667,0.2,0.1,0.956359,Marine,0.12
Mediterranean Sea,40.012667,11.417333,0.2,0.1,0.30879,Marine,0.12
Mediterranean Sea,41.445167,4.416167,0.2,0.1,14.137286,Marine,0.1204
Stellwagen Bank National Marine Sanctuary,42.32,-70.27,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,13.08,-61.35,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.17,-74.75,0.2,0.1,0.00288,Marine,0.12
Caribbean Sea,16.81,-74.92,0.2,0.1,0.183528,Marine,0.12
Caribbean Sea,17.23,-80.32,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,14.06,-63.67,0.2,0.1,0.0216,Marine,0.12
Caribbean Sea,17.98,-63.98,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.67,-63.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.98,-79.2,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.27,-76.75,0.2,0.1,0.032396,Marine,0.12
Inner Seas off the West Coast of Scotland,54.827167,-5.226333,0.2,0.1,0.120435,Marine,0.12
Inner Seas off the West Coast of Scotland,56.0425,-4.897,0.2,0.1,0.102082,Marine,0.12
Mediterranean Sea,37.5,25.4,0.2,0.1,0.133333,Marine,0.12
Mediterranean Sea,41.7705,8.5923,0.2,0.1,1.424415,Marine,0.12
Mediterranean Sea,41.058333,8.106667,0.2,0.1,0.543099,Marine,0.12
Mediterranean Sea,45.336667,13.318833,0.2,0.1,0.298631,Marine,0.12
North Sea,56.8385,-2.1295,0.2,0.1,0.040177,Marine,0.12
Mediterranean Sea,37.74,-0.085,0.2,0.1,0.1275,Marine,0.12
Mediterranean Sea,38.859333,15.936,0.2,0.1,0.34566,Marine,0.12
Gulf of Mexico,27.8493,-82.4314,0.2,0.1,2.9,Marine,0.1201
Gulf of Mexico,30.5013,-86.4355,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.7,-63.73,0.2,0.1,0.0027,Marine,0.12
Caribbean Sea,15.73,-65.21,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.62,-62.03,0.2,0.1,0.0108,Marine,0.12
Mediterranean Sea,43.6823,7.699,0.2,0.1,0.261157,Marine,0.12
Gulf of Alaska,59.0875,-152.3912,0.2,0.1,0.066,Marine,0.12
Mediterranean Sea,40.2678,9.6363,0.2,0.1,0.470255,Marine,0.12
Mediterranean Sea,41.465446,2.282388,0.2,0.1,3.279333,Marine,0.1201
Celtic Sea,51.619699,-8.180104,0.2,0.1,15.2,Marine,0.1204
Gulf of California,31.680124,-114.495158,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.9687,-82.5621,0.2,0.1,1000.0,Marine,0.1486
Gulf of Mexico,27.9185,-82.5379,0.2,0.1,4.1,Marine,0.1201
Caribbean Sea,11.23,-62.23,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.35,-63.31,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.9,-62.75,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,19.68,-79.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.25,-76.2,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.15,-74.59,0.2,0.1,0.016936,Marine,0.12
Caribbean Sea,17.29,-84.13,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,19.13,-77.2,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,18.74,-77.39,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,33.6858,34.7054,0.2,0.1,0.251603,Marine,0.12
North Sea,56.52,-1.589167,0.2,0.1,0.028995,Marine,0.12
Mediterranean Sea,43.0758,6.384,0.2,0.1,0.477478,Marine,0.12
Mediterranean Sea,36.956667,14.11,0.2,0.1,0.109254,Marine,0.12
Mediterranean Sea,41.373055,2.191604,0.2,0.1,1.564667,Marine,0.12
Gulf of Mexico,24.88,-82.97,0.2,0.1,0.0036,Marine,0.12
Gulf of Mexico,27.9237,-82.4807,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.61,-82.7832,0.2,0.1,0.0,Marine,0.12
Gulf of California,28.859672,-112.030125,0.2,0.1,2820.874471,Marine,0.2006
Coastal Waters of Florida,26.4168,-80.0667,0.2,0.1,0.005,Marine,0.12
Caribbean Sea,13.92,-61.39,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.46,-61.65,0.2,0.1,0.001964,Marine,0.12
Caribbean Sea,16.63,-84.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.03,-75.58,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.41,-64.62,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.79,-62.27,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.82,-65.13,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.37,-65.25,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.35,-74.3,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,17.08,-78.18,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,11.91,-63.24,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,12.58,-62.77,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.51,-69.6,0.2,0.1,0.0018,Marine,0.12
Mediterranean Sea,32.983333,35.074333,0.2,0.1,1.679375,Marine,0.12
Mediterranean Sea,32.059167,34.748333,0.2,0.1,4.827586,Marine,0.1201
Inner Seas off the West Coast of Scotland,55.306,-5.018833,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,56.180667,-4.7815,0.2,0.1,0.014985,Marine,0.12
Mediterranean Sea,44.283333,9.01,0.2,0.1,0.0219,Marine,0.12
Mediterranean Sea,43.119667,6.3745,0.2,0.1,0.023075,Marine,0.12
Inner Seas off the West Coast of Scotland,56.724833,-6.3945,0.2,0.1,0.054027,Marine,0.12
Mediterranean Sea,38.19171,8.8,0.2,0.1,0.775194,Marine,0.12
Gulf of St. Lawrence,47.09,-56.57,0.2,0.1,0.004516,Marine,0.12
Gulf of Mexico,27.8096,-82.446,0.2,0.1,3000.0,Marine,0.2057
Caribbean Sea,15.58,-62.67,0.2,0.1,0.00288,Marine,0.12
Caribbean Sea,15.3789,-61.4929,0.2,0.1,0.001,Marine,0.12
Caribbean Sea,19.58,-78.68,0.2,0.1,0.0168,Marine,0.12
Mediterranean Sea,32.840167,34.951833,0.2,0.1,6.217617,Marine,0.1202
Mediterranean Sea,32.152,34.783167,0.2,0.1,0.957363,Marine,0.12
Baltic Sea,54.289083,11.604533,0.2,0.1,0.031576,Marine,0.12
Mediterranean Sea,43.4052,6.7653,0.2,0.1,0.162905,Marine,0.12
Gulf of Alaska,60.3119,-148.0556,0.2,0.1,0.013,Marine,0.12
North Sea,56.366333,-2.746333,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,38.324,9.303,0.2,0.1,2.541296,Marine,0.1201
Mediterranean Sea,42.206833,9.704833,0.2,0.1,0.03615,Marine,0.12
Stellwagen Bank National Marine Sanctuary,42.19,-70.25,0.2,0.1,0.00166,Marine,0.12
Gulf of Mexico,27.897,-82.4382,0.2,0.1,1000.0,Marine,0.1486
Gulf of California,31.022322,-114.832718,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,11.32,-63.3,0.2,0.1,0.00864,Marine,0.12
Caribbean Sea,15.9,-64.55,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.63,-76.2,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.43,-79.94,0.2,0.1,0.015432,Marine,0.12
Caribbean Sea,17.09,-80.34,0.2,0.1,0.0,Marine,0.12
Gulf of Alaska,59.611,-149.6231,0.2,0.1,0.001,Marine,0.12
Celtic Sea,47.931167,-4.471167,0.2,0.1,0.02603,Marine,0.12
Inner Seas off the West Coast of Scotland,57.3255,-7.075333,0.2,0.1,0.042301,Marine,0.12
Inner Seas off the West Coast of Scotland,55.8365,-4.9605,0.2,0.1,0.012221,Marine,0.12
Mediterranean Sea,36.806,23.468,0.2,0.1,0.133333,Marine,0.12
Gulf of Mexico,27.9976,-82.5863,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.6934,-82.5559,0.2,0.1,0.0,Marine,0.12
Gulf of California,22.894645,-109.89479,0.2,0.1,705.218618,Marine,0.1401
Gulf of California,23.63,-109.38,0.2,0.1,0.036464,Marine,0.12
Caribbean Sea,16.45,-71.33,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.62,-62.2,0.2,0.1,0.000676,Marine,0.12
Caribbean Sea,18.35,-75.3,0.2,0.1,0.014388,Marine,0.12
Caribbean Sea,17.77,-74.39,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.27,-80.22,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,32.279667,34.825,0.2,0.1,27.177042,Marine,0.1208
North Sea,58.15,-3.4555,0.2,0.1,0.003657,Marine,0.12
North Sea,55.884833,-2.0085,0.2,0.1,0.024933,Marine,0.12
Mediterranean Sea,37.931667,12.177667,0.2,0.1,0.10361,Marine,0.12
Mediterranean Sea,41.373055,2.191604,0.2,0.1,37.481333,Marine,0.1211
Gulf of Mexico,21.526733,-87.37755,0.2,0.1,706.389134,Marine,0.1402
Gulf of Mexico,24.73,-83.47,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.17,-63.26,0.2,0.1,0.00864,Marine,0.12
Gulf of Mexico,19.136,-96.1015,0.2,0.1,0.001,Marine,0.12
Caribbean Sea,15.12,-68.68,0.2,0.1,0.004112,Marine,0.12
Caribbean Sea,17.77,-67.08,0.2,0.1,0.0144,Marine,0.12
Caribbean Sea,18.3167,-64.0,0.2,0.1,0.01,Marine,0.12
Caribbean Sea,15.83,-62.93,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.55,-77.46,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.44,-83.03,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.508667,-4.711667,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.090667,6.5825,0.2,0.1,0.021867,Marine,0.12
Inner Seas off the West Coast of Scotland,55.394833,-5.035333,0.2,0.1,0.024001,Marine,0.12
Mediterranean Sea,35.2415,19.8529,0.2,0.1,1.400998,Marine,0.12
Mediterranean Sea,37.354,7.0942,0.2,0.1,0.235958,Marine,0.12
Mediterranean Sea,38.067333,7.042,0.2,0.1,0.524865,Marine,0.12
Mediterranean Sea,40.187667,4.439,0.2,0.1,0.77567,Marine,0.12
Mediterranean Sea,41.403637,2.2193,0.2,0.1,3.541333,Marine,0.1201
Olympic Coast National Marine Sanctuary,48.34,-124.93,0.2,0.1,0.002076,Marine,0.12
Mediterranean Sea,39.648,19.944,0.2,0.1,5.033333,Marine,0.1201
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,60.0,Marine,0.1217
Gulf of California,26.729392,-111.906818,0.2,0.1,1410.437236,Marine,0.1603
Caribbean Sea,13.88,-61.71,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,14.75,-81.67,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.28,-71.8,0.2,0.1,0.01728,Marine,0.12
Caribbean Sea,18.47,-67.82,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.39,-64.93,0.2,0.1,0.0144,Marine,0.12
Celtic Sea,50.3201,-5.2333,0.2,0.1,0.003,Marine,0.12
Mediterranean Sea,43.3025,6.6375,0.2,0.1,0.39597,Marine,0.12
Irish Sea and St. George's Channel,54.623167,-3.841833,0.2,0.1,1.038491,Marine,0.12
North Sea,56.011833,-3.466167,0.2,0.1,0.025321,Marine,0.12
Coastal Waters of Florida,26.7097,-80.0475,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,15.65,-65.51,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.95,-61.88,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.12,-61.53,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.43,-60.13,0.2,0.1,0.0108,Marine,0.12
Caribbean Sea,18.4,-76.38,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,11.52,-67.32,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,12.17,-64.56,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.87,-70.4,0.2,0.1,0.00432,Marine,0.12
Caribbean Sea,17.97,-63.15,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,19.82,-75.51,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,17.94864,-76.83483,0.2,0.1,0.46,Marine,0.12
Caribbean Sea,16.77,-81.14,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.92,-78.9,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,37.148,25.407,0.2,0.1,1.557143,Marine,0.12
Northwestern Passages,68.5093,-101.725,0.2,0.1,0.073,Marine,0.12
Northwestern Passages,73.6261,-81.3676,0.2,0.1,0.041,Marine,0.12
Mediterranean Sea,32.840167,34.951833,0.2,0.1,1.138385,Marine,0.12
Mediterranean Sea,43.2013,5.3827,0.2,0.1,0.844475,Marine,0.12
Davis Strait,63.6813,-51.6392,0.2,0.1,0.021,Marine,0.12
Inner Seas off the West Coast of Scotland,56.369167,-5.651833,0.2,0.1,0.017302,Marine,0.12
North Sea,56.0245,-2.395333,0.2,0.1,0.089565,Marine,0.12
North Sea,59.321067,5.1497,0.2,0.1,0.021665,Marine,0.12
Mediterranean Sea,40.1265,19.3085,0.2,0.1,1.701702,Marine,0.12
Mediterranean Sea,41.379079,2.194423,0.2,0.1,7.975333,Marine,0.1202
Gulf of Mexico,22.282206,-97.798196,0.2,0.1,705.218618,Marine,0.1401
Gulf of Mexico,21.5317,-87.3683,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,21.29148,-89.634561,0.2,0.1,705.218618,Marine,0.1401
Gulf of Mexico,25.26,-84.56,0.2,0.1,0.01432,Marine,0.12
Caribbean Sea,16.63,-63.87,0.2,0.1,0.00216,Marine,0.12
Rio de La Plata,-34.671667,-58.1,0.2,0.1,0.125046,Marine,0.12
Caribbean Sea,18.99,-75.11,0.2,0.1,0.01296,Marine,0.12
Caribbean Sea,17.93206,-76.84219,0.2,0.1,0.41,Marine,0.12
Mediterranean Sea,32.903333,35.071,0.2,0.1,6.339204,Marine,0.1202
North Sea,56.662333,-2.244833,0.2,0.1,0.005255,Marine,0.12
Inner Seas off the West Coast of Scotland,58.155167,-6.245167,0.2,0.1,0.008044,Marine,0.12
North Sea,56.823833,1.223667,0.2,0.1,0.0,Marine,0.12
North Sea,60.432333,1.321667,0.2,0.1,0.029562,Marine,0.12
Mediterranean Sea,37.730333,12.396667,0.2,0.1,0.076938,Marine,0.12
Coastal Waters of Southeast Alaska and British Columbia,49.4856,-124.3535,0.2,0.1,0.0,Marine,0.12
Mediterranean Sea,43.2465,5.2947,0.2,0.1,0.025063,Marine,0.12
Caribbean Sea,11.93,-62.22,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.63,-62.7,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,18.3342,-64.9263,0.2,0.1,0.008,Marine,0.12
Caribbean Sea,17.8,-64.32,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.69,-75.06,0.2,0.1,0.0054,Marine,0.12
Caribbean Sea,16.66,-84.63,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,17.65,-82.97,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,18.8,-84.9,0.2,0.1,0.00808,Marine,0.12
Caribbean Sea,12.32,-68.08,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,19.430959,-96.321492,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,19.430959,-96.321492,0.2,0.1,705.218618,Marine,0.1401
North Sea,59.406333,-0.444667,0.2,0.1,0.004703,Marine,0.12
Mediterranean Sea,36.633333,-3.083333,0.2,0.1,0.074671,Marine,0.12
Mediterranean Sea,41.066,4.021,0.2,0.1,0.426341,Marine,0.12
Monterey Bay National Marine Sanctuary,36.8461,-121.8083,0.2,0.1,0.001,Marine,0.12
Gulf of Mexico,27.8524,-82.4093,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,10.760339,-61.441728,0.2,0.1,2.888889,Marine,0.1201
Caribbean Sea,10.7,-66.05,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.09,-69.5,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.32,-69.31,0.2,0.1,0.002516,Marine,0.12
Caribbean Sea,13.73,-59.93,0.2,0.1,0.0,Marine,0.12
North Sea,56.022667,-3.3045,0.2,0.1,0.084366,Marine,0.12
Greenland Sea,70.679633,-13.738817,0.2,0.1,0.028456,Marine,0.12
Mediterranean Sea,41.397303,2.21315,0.2,0.1,0.956667,Marine,0.12
Gulf of St. Lawrence,49.104,-66.756,0.2,0.1,0.418316,Marine,0.12
North Sea,56.790167,-2.247667,0.2,0.1,0.0,Marine,0.12
Inner Seas off the West Coast of Scotland,55.9855,-4.866667,0.2,0.1,0.084777,Marine,0.12
Mediterranean Sea,36.731746,2.773019,0.2,0.1,0.627637,Marine,0.12
Mediterranean Sea,36.731746,2.773019,0.2,0.1,0.291172,Marine,0.12
Mediterranean Sea,41.397303,2.21315,0.2,0.1,0.356667,Marine,0.12
Gulf of Mexico,27.8261,-82.5675,0.2,0.1,0.0,Marine,0.12
Gulf of Mexico,27.6934,-82.5559,0.2,0.1,4000.0,Marine,0.2343
Caribbean Sea,14.23,-61.18,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,12.99,-60.14,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,16.83,-74.48,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,14.03,-63.42,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,14.23,-62.67,0.2,0.1,0.0,Marine,0.12
Caribbean Sea,13.92,-70.35,0.2,0.1,0.002788,Marine,0.12
Caribbean Sea,18.72,-78.92,0.2,0.1,0.00648,Marine,0.12
Caribbean Sea,18.38,-76.15,0.2,0.1,0.00216,Marine,0.12
Caribbean Sea,16.25,-74.98,0.2,0.1,0.00648,Marine,0.12
